start_day,end_day,duration,profit,is_buying,trade_amount,returns
377,377,0,-2.99473083599765,False,998.2436119992141,-0.003000000000000008
378,378,0,-2.9946409940726393,False,998.2136646908541,-0.0030000000000000773
381,381,0,-2.9945511548427777,False,998.1837182809135,-0.0030000000000000374
384,384,0,-2.9944613183080637,False,998.153772769365,-0.002999999999999969
386,386,0,-2.99437148446856,False,998.123828156182,-0.0030000000000000144
388,388,0,-2.9942816533240966,False,998.0938844413373,-0.0030000000000000846
389,389,0,-2.9941918248743646,False,998.0639416248042,-0.002999999999999952
390,390,0,-2.9941019991197497,False,998.0339997065555,-0.0030000000000000833
391,391,0,-2.9940121760597607,False,998.0040586865642,-0.003000000000000068
395,395,0,-2.9939223556944503,False,997.9741185648037,-0.0030000000000000395
400,400,0,-2.9938325380237707,False,997.9441793412468,-0.0030000000000000304
402,402,0,-2.9937427230475953,False,997.9142410158667,-0.0029999999999999953
404,404,0,-2.9936529107659524,False,997.8843035886362,-0.003000000000000044
406,406,0,-2.9935631011786223,False,997.8543670595285,-0.003000000000000037
408,408,0,-2.9934732942855935,False,997.8244314285167,-0.0030000000000000434
409,409,0,-12.208350894259189,False,997.7944966955739,-0.012235335968167746
410,410,0,-2.993017239559874,False,997.6724131866314,-0.00299999999999998
412,412,0,-2.9929274490427686,False,997.6424830142356,-0.003000000000000062
414,414,0,-2.9928376612192076,False,997.6125537397452,-0.002999999999999972
416,416,0,-2.992747876089458,False,997.582625363133,-0.003000000000000059
418,418,0,-2.992658093653129,False,997.552697884372,-0.0030000000000000126
420,420,0,-2.9925683139103643,False,997.5227713034357,-0.0030000000000000573
421,421,0,-2.992478536860934,False,997.4928456202964,-0.003000000000000045
428,428,0,-2.9923887625047367,False,997.462920834928,-0.0029999999999999524
430,430,0,-2.9922989908419058,False,997.432996947303,-0.002999999999999997
431,431,0,39.8961229582959,False,997.4030739573946,0.04000000000000012
432,432,0,39.9120814074791,False,997.8020351869775,0.04
434,434,0,-2.9946034680031053,False,998.2011560010524,-0.002999999999999948
435,435,0,-2.9945136298991293,False,998.1712099663723,-0.003000000000000012
437,437,0,-2.9944237944902716,False,998.1412648300734,-0.0030000000000000517
438,438,0,39.92445282368514,False,998.1113205921284,0.04
441,441,0,-2.995531695361091,False,998.5105651203654,-0.002999999999999995
443,443,0,-2.9954418294102267,False,998.4806098034118,-0.0029999999999999914
445,445,0,-2.9953519661552566,False,998.4506553851176,-0.002999999999999904
446,446,0,-21.427071607121693,False,998.420701865456,-0.02146096486890467
448,448,0,-2.9946192934481144,False,998.2064311493848,-0.0029999999999999597
449,449,0,39.92705939825797,False,998.1764849564502,0.03999999999999996
452,452,0,-2.995727266651197,False,998.5757555504329,-0.0029999999999998986
456,456,0,-2.9956373948332233,False,998.5457982777663,-0.0029999999999999246
458,458,0,-2.995547525711377,False,998.515841903818,-0.002999999999999923
459,459,0,-2.9954576592857514,False,998.4858864285608,-0.003000000000000069
460,460,0,39.93823727407873,False,998.4559318519679,0.040000000000000015
462,462,0,-2.996565942674148,False,998.8553142247085,-0.0030000000000000226
464,464,0,-2.9964760456958315,False,998.8253485652817,-0.002999999999999986
470,470,0,-2.9963861514145282,False,998.7953838048248,-0.003000000000000054
471,471,0,-2.996296259829928,False,998.7654199433107,-0.0029999999999999957
473,473,0,-2.996206370942107,False,998.7354569807123,-0.00299999999999997
474,474,0,-2.996116484750997,False,998.705494917003,-0.002999999999999988
475,475,0,8.375829372449301,False,998.6755337521555,0.00838693758820766
477,477,0,-2.996277876137692,False,998.7592920458799,-0.003000000000000052
478,478,0,39.94917317068473,False,998.7293292671185,0.039999999999999994
